"Fiscal Year",Employer,"Initial Approval","Initial Denial","Continuing Approval","Continuing Denial",NAICS,"Tax ID",State,City,ZIP
2021,"21 STAFF LLC",3,0,5,0,54,3144,CA,PLEASANTON,94588
2021,"21ST CENTURY HOME HEALTH SVCS INC",1,0,0,0,62,4981,CA,BURLINGAME,94010
2021,"21ST CENTURY US-SINO SVCS INC DBA",1,0,0,0,33,6891,IL,CHICAGO,60616
2021,"21ST MORTGAGE CORPORATION",0,0,5,0,52,8830,TN,KNOXVILLE,37902
2021,"22 MILES INC",0,0,1,0,54,2378,CA,MILPITAS,95035
2021,"22 MILES INC",1,0,0,0,54,2378,GA,DULUTH,30096
2021,"22 V RESEARCH LLC",0,0,1,0,52,4070,NY,"NEW YORK",10022
2021,"22MILES DIGITAL SIGNAGE INC",1,0,0,0,54,6697,GA,DULUTH,30096
2021,"22ND CENTURY TECHNOLOGIES INC",2,0,0,0,54,2121,NJ,SOMERSET,08873
2021,"22ND CENTURY TECHNOLOGIES INC",1,0,13,0,54,2121,VA,"MC LEAN",22102
2021,"22ND CENTURY TECHNOLOGIES INC",2,0,0,0,54,2121,NJ,SOMERSET,8873
2021,"22ND CENTURY TECHNOLOGIES INC",1,0,0,0,54,2121,VA,MCLEAN,22102
2021,"23ANDME INC",3,0,18,0,62,7371,CA,SUNNYVALE,94086
2021,"24 7 AI INC",5,0,4,0,54,9939,CA,"SAN JOSE",95124
2021,"24 7 INTERNATIONAL LLC",0,0,1,0,42,9118,NJ,"PINE BROOK",07058
2021,"24 HOUR FITNESS USA INC",0,0,1,0,71,9899,CA,"SAN RAMON",94583
2021,"24 HOUR FITNESS USA LLC",0,0,1,0,71,9899,CA,CARLSBAD,92011
2021,"24 HOUR FITNESS USA LLC",0,0,1,0,71,9899,CA,"SAN RAMON",94583
2021,"24 ON PHYSICIANS OF CALIFORNIA PC",0,0,3,0,62,1257,GA,ALPHARETTA,30009
2021,"24 ON PHYSICIANS PC",0,0,3,0,62,9828,GA,ALPHARETTA,30009
2021,"24 OURS MEDIA LLC",1,0,0,0,54,6845,NY,BROOKLYN,11201
2021,"247 GROUP LLC D B A LAUNDRY SERVIC",1,0,0,0,54,5749,CA,"LOS ANGELES",90024
2021,"247 GROUP LLC DBA LAUNDRY SERVICE",2,0,0,0,54,5749,CA,"LOS ANGELES",90024
2021,"24X7 ESI INC",0,0,2,0,54,8324,NY,"NEW YORK",10014
2021,"24X7SYSTEMS INC",0,0,2,0,54,5663,GA,ALPHARETTA,30004
2021,"26 CALIFORNIA BAZAR WHOLESALE",0,0,1,0,42,2761,CA,"LOS ANGELES",90058
2021,"2600HZ INC",0,0,1,0,51,7748,CA,"SAN FRANCISCO",94108
2021,"280 TECHNOLOGIES LLC",0,0,1,0,52,2828,CA,"SAN FRANCISCO",94104
2021,"2A USA INC",0,0,2,0,33,2681,AL,AUBURN,36832
2021,"2GENPEN LLC",0,1,0,0,52,7125,NJ,MORRISTOWN,07960
2021,"2GO PRODUCTS LLC",3,0,1,0,54,2270,CA,"SAN DIEGO",92122
2021,"2H OFFSHORE INC",0,0,2,0,54,3800,TX,HOUSTON,77079
2021,"2IM GROUP LLC",0,0,1,0,54,9389,IL,CHICAGO,60661
2021,"2K GAMES INC",7,1,8,0,51,1726,CA,NOVATO,94949
2021,"2KB ENERGY SERVICES LLC",1,0,0,0,54,6518,GA,ATLANTA,30309
2021,"2M OPCO LLC F/K/A 4441 RESOURCES L",0,0,1,0,52,2431,TX,DALLAS,75205
2021,"2M RESEARCH SERVICES LLC",1,0,0,0,54,3188,TX,ARLINGTON,76011
2021,"2M SOLUTIONS INC",1,0,0,0,56,6900,TX,"GRAND PRAIRIE",75050
2021,"2MC EMPLOYEE MANAGEMENT LLC DBA FA",0,0,1,0,99,0843,OH,CINCINNATI,45249
2021,"2MC EMPLOYEE MANAGEMENT LLC DBA FA",0,0,1,0,99,843,OH,CINCINNATI,45249
2021,"2ND CHANCE LUXURY AUTOS LLC DBA CA",1,0,0,0,44,4021,TX,PLANO,75093
2021,"2ND CHANCE TREATMENT CENTERS PLLC",2,0,0,0,62,506,AZ,PHOENIX,85032
2021,"2ND CHANCE TREATMENT CENTERS PLLC",2,0,0,0,62,0506,AZ,PHOENIX,85032
2021,"2ND ORDER SOLUTIONS INC",2,0,0,0,52,0506,VA,"GLEN ALLEN",23060
2021,"2ND ORDER SOLUTIONS INC",1,0,0,0,52,506,VA,"GLEN ALLEN",23060
2021,"2PS INVESTMENTS LLC D B A HERITAGE",1,0,0,0,52,5601,MA,BOSTON,02116
2021,"2RW CONSULTANTS INC",0,0,1,0,54,35,VA,CHARLOTTESVILLE,22902
2021,"2RW CONSULTANTS INC",0,0,1,0,54,0035,VA,CHARLOTTESVILLE,22902
2021,"2U INC",0,0,1,0,92,5939,MD,LANHAM,20706
2021,"2U INC",0,0,2,0,61,5939,MD,LANHAM,20706
2021,"2X4 INC",1,0,1,0,54,7745,NY,"NEW YORK",10014
2021,"3 1 PHILLIP LIM LLC",0,0,1,0,44,6764,NY,"NEW YORK",10012
2021,"3 DOTS IT SOLUTIONS LLC",1,0,0,0,54,2293,NC,CARY,27519
2021,"3 GIS LLC",1,0,6,1,54,0965,AL,DECATUR,35601
2021,"3 GIS LLC",1,0,2,1,54,965,AL,DECATUR,35601
2021,"3 KEY CONSULTING INC",0,0,2,0,54,6073,CA,"SIMI VALLEY",93063
2021,"3 KEY CONSULTING, INC.",3,0,2,0,54,6073,CA,"SIMI VALLEY",93063
2021,"3 YEO INC",1,0,0,0,54,1340,NJ,"PALISADES PK",7650
2021,"3 YEO INC",1,0,0,0,54,1340,NJ,"PALISADES PK",07650
2021,"300 ENGINEERING GROUP PA",0,0,1,0,54,2529,FL,MIAMI,33146
2021,"314E CORPORATION",1,0,3,0,54,2992,CA,PLEASANTON,94566
2021,"317 LABS INC DBA EMOTIVE",0,0,1,0,54,1122,CA,"LOS ANGELES",90064
2021,"323 BEACON ST LLC DBA DAVID XIAO R",1,0,0,0,53,3170,MA,NEWTON,02459
2021,"36 AVENUE INC",0,0,1,0,53,7716,NY,"NEW YORK",10002
2021,"360 DEGREE CUSTOMER INC",2,0,2,0,62,2463,CA,"SANTA CLARA",95054
2021,"360 ENGINEERING GROUP PLLC",0,0,1,0,54,2416,OK,TULSA,74120
2021,"360 RAIL SERVICES LLC",1,0,0,0,99,1501,CO,ENGLEWOOD,80112
2021,"360I LLC",2,0,0,0,54,2651,NY,"NEW YORK",10013
2021,"360I LLC",0,0,1,0,54,2651,NY,"NEW YORK",10017
2021,"360I, LLC",2,0,0,0,54,2651,NY,"NEW YORK",10013
2021,"360TGTX INC",0,0,1,0,52,3960,NY,"NEW YORK",10175
2021,"365 RETAIL MARKETS LLC",2,0,3,1,51,7511,MI,TROY,48084
2021,"3650 ASSOCIATES LLC",1,0,0,0,52,2268,FL,MIAMI,33133
2021,"380 EAST VENTURES LLC D/B/A THE FA",1,0,0,0,72,8194,NY,"NEW YORK",10016
2021,"3835 MAIN LLC",0,0,1,0,72,1740,FL,"PALM BEACH",33480
2021,"3890 MANAGEMENT LLC DBA TEN HEALTH",1,0,0,0,62,1859,MO,"SAINT LOUIS",63132
2021,"3A SOFT INC",3,0,2,0,54,7296,NJ,PISCATAWAY,8854
2021,"3B STAFFING LLC",8,1,1,0,54,8045,NJ,NEWARK,07102
2021,"3B STAFFING LLC",3,1,1,0,54,8045,NJ,NEWARK,7102
2021,"3BRIDGE SOLUTIONS LLC DBA",0,0,5,0,54,3477,MN,MINNEAPOLIS,55402
2021,"3C ENVIRONMENTAL SOLUTIONS INC",0,1,0,0,42,7450,TX,CARROLLTON,75006
2021,"3CLOGIC INC",0,0,1,0,54,2278,MD,ROCKVILLE,20850
2021,"3CORE SYSTEMS INC",3,0,6,1,54,1170,TX,AUSTIN,78758
2021,"3D IMAGING & SIMULATION CORP AMERI",0,0,1,0,33,0469,VA,HERNDON,20170
2021,"3D PRINTER EXPERIENCE BENEFIT CORP",0,0,1,0,33,1154,IL,CHICAGO,60607
2021,"3D SYSTEMS INC",0,0,6,0,33,8939,SC,"ROCK HILL",29730
2021,"3D TECHNOLOGIES LLC",1,0,0,0,54,3952,OK,DURANT,74701
2021,"3D TECHNOLOGIES LLC",8,0,0,0,54,3952,NE,MCCOOK,69001
2021,"3D TECHNOLOGIES LLC",1,0,0,0,54,3952,NE,"MC COOK",69001
2021,"3DEO INC",1,0,0,0,33,1081,CA,TORRANCE,90505
2021,"3DI INC",2,0,2,0,54,7719,CA,BREA,92821
2021,"3DI INC DBA 3DI SYSTEMS INC",1,0,1,0,54,7719,CA,BREA,92821
2021,"3DI, INC.",2,0,1,0,54,7719,CA,BREA,92821
2021,"3E CO ENVIRONMENTAL ECOL & ENG",0,0,1,0,54,1631,CA,CARLSBAD,92010
2021,"3E CONSULTING INC",0,0,1,0,54,1599,FL,MIAMI,33180
2021,"3EDGEUSA GROUP LLC",2,1,3,0,54,4749,NJ,PISCATAWAY,08854
2021,"3EDGEUSA GROUP LLC",1,1,3,0,54,4749,NJ,PISCATAWAY,8854
2021,"3FORTY GROUP INC",0,0,1,0,99,5064,NJ,PASSAIC,7055
2021,"3FORTY GROUP INC",0,0,1,0,99,5064,NJ,PASSAIC,07055
2021,"3G SAHANA CAPITAL MANAGEMENT LP",1,0,0,0,52,6859,CT,GREENWICH,06830
2021,"3G SAHANA CAPITAL MANAGEMENT LP",1,0,0,0,52,6859,CT,GREENWICH,6830
2021,"3H SYSTEMS LLC",0,0,2,0,54,2816,GA,SUWANEE,30024
2021,"3I INFOTECH INC",8,1,94,3,54,3452,NJ,EDISON,08837
2021,"3I INFOTECH INC",4,1,75,3,54,3452,NJ,EDISON,8837
2021,"3I INFOTECH INC",0,0,1,0,54,4342,NJ,EDISON,8837
2021,"3I PEOPLE INC",1,0,4,0,54,5372,GA,ALPHARETTA,30022
2021,"3I PEOPLE INC",1,0,4,0,54,5372,GA,ALPHARETTA,30022
2021,"3IC RESEARCH LLC",1,0,0,0,54,6320,MA,BOSTON,02109
2021,"3IGEEKS LLC",4,0,0,0,54,6608,LA,"BATON ROUGE",70827
2021,"3IS SOLUTIONS INC",1,0,0,0,54,8302,IL,NAPERVILLE,60540
2021,"3ITEK LLC",2,0,3,0,54,3782,NC,CHARLOTTE,28262
2021,"3J INTERNATIONAL LTD CO",1,0,1,0,42,4451,TX,IRVING,75038
2021,"3K TECHNOLOGIES LLC",1,0,14,0,54,4148,CA,MILPITAS,95035
2021,"3K TECHNOLOGIES LLC",1,0,11,0,54,4148,CA,MILPITAS,95035
2021,"3KEY CONSULTING INC",5,1,2,0,54,6073,CA,"SIMI VALLEY",93063
2021,"3M COMPANY",19,0,14,0,33,7775,MN,"SAINT PAUL",55144
2021,"3MD INC DBA DENALI ADVANCED INTEGR",0,0,1,0,54,0116,WA,REDMOND,98052
2021,"3MD INC DBA DENALI ADVANCED INTEGR",0,0,1,0,54,116,WA,REDMOND,98052
2021,"3PL CENTRAL LLC",0,0,1,0,54,0242,CA,"EL SEGUNDO",90245
2021,"3PL CENTRAL LLC",0,0,1,0,51,242,CA,"EL SEGUNDO",90245
2021,"3PL CENTRAL LLC",0,0,1,0,54,242,CA,"EL SEGUNDO",90245
2021,"3PL CENTRAL LLC",0,0,1,0,51,0242,CA,"EL SEGUNDO",90245
2021,"3PLAY MEDIA INC",0,0,1,0,54,7422,MA,BOSTON,2114
2021,"3Q DIGITAL",0,0,1,0,54,8570,IL,CHICAGO,60602
2021,"3QI LABS INC",0,0,1,0,54,7533,CA,"SAN FRANCISCO",94105
2021,"3QI LABS INC",2,0,1,0,54,7533,CA,"SANTA CLARA",95054
2021,"3RD STONE DESIGN INC",1,0,0,0,54,6291,CA,"SAN RAFAEL",94901
2021,"3RED PARTNERS LLC",0,0,3,0,52,8791,IL,CHICAGO,60606
2021,"3S BUSINESS CORPORATION",31,1,33,0,54,9464,TX,HOUSTON,77082
2021,"3S NETWORK INC",1,0,2,1,54,9275,CA,TUSTIN,92780
2021,"3SI SECURITY SYSTEMS INC",0,0,1,0,56,4250,PA,MALVERN,19355
2021,"3SIXD INC",0,0,1,0,54,6819,TN,NASHVILLE,37203
2021,"3TC ROBOTICS LLC",0,0,3,0,99,6748,PA,YORK,17401
2021,"4 AI SOFT LLC",0,0,4,0,51,3186,CA,CYPRESS,90630
2021,"4 FUSION LLC DBA EMBARCADERO 41",1,0,0,0,72,7584,FL,SUNRISE,33325
2021,"4 PEAKS BUSINESS SOLUTION LLC",6,0,0,0,54,3239,DE,WILMINGTON,19809
2021,"4 PEAKS BUSINESS SOLUTION LLC",1,0,1,0,54,3239,AZ,PHOENIX,85048
2021,"4 PEAKS BUSINESS SOLUTION LLC",1,0,1,0,54,3239,AZ,PHOENIX,85045
2021,"4 S T E L ENGINEERING INC",1,0,2,0,54,2721,CA,"MISSION VIEJO",92691
2021,"4 SERV SOLUTIONS INC",1,0,13,1,54,1906,MI,WIXOM,48393
2021,"400 CAPITAL MANAGEMENT LLC",0,0,1,0,52,9627,NY,"NEW YORK",10022
2021,"41ST PARAMETER INC",1,0,4,0,51,8748,CA,"COSTA MESA",92626
2021,"42 NORTH DENTAL CARE LLC",3,0,8,0,62,9875,MA,WALTHAM,02451
2021,"42 NORTH DENTAL CARE LLC",2,0,6,0,62,9875,MA,WALTHAM,2451
2021,"42 TECHNOLOGIES INC",1,0,0,0,54,5416,CA,"SAN FRANCISCO",94105
2021,"4A SOLUTIONS LLC",0,0,1,0,54,6006,TX,AUSTIN,78759
2021,"4B TECHNOLOGY GROUP LLC",1,0,0,0,54,3175,TX,HOUSTON,77067
2021,"4C AIR INC",1,0,0,0,99,3921,CA,SUNNYVALE,94089
2021,"4C INSIGHTS INC",1,0,0,0,54,2037,IL,CHICAGO,60601
2021,"4C PHARMA SOLUTIONS LLC",1,0,1,0,54,9503,NJ,PISCATAWAY,08854
2021,"4C PHARMA SOLUTIONS LLC",1,0,1,0,54,9503,NJ,PISCATAWAY,8854
2021,"4CONSULTING INC",1,0,4,1,54,9552,TX,DALLAS,75231
2021,"4CONSULTING INC",6,0,7,0,54,9552,TX,RICHARDSON,75080
2021,"4D MOLECULAR THERAPEUTICS INC",0,0,3,0,32,6994,CA,EMERYVILLE,94608
2021,"4D SYSTEMS LLC",1,0,0,0,54,2589,MI,FLINT,48507
2021,"4D VISION LLC",1,0,0,0,33,4339,MA,PEABODY,01960
2021,"4DREPLAY INC",1,0,0,0,51,7761,CA,"SAN FRANCISCO",94103
2021,"4FRONT ENGINEERED SOLUTIONS INC DB",0,0,2,0,33,6333,TX,CARROLLTON,75006
2021,"4G CLINICAL LLC",0,0,3,0,54,2554,MA,"WELLESLEY HILLS",02481
2021,"4G CLINICAL LLC",0,0,3,0,54,2554,MA,"WELLESLEY HILLS",2481
2021,"4GEN BEARING COMPANY",1,0,0,0,99,1561,IL,WAUKEGAN,60085
2021,"4I APPS SOLUTIONS LLC",2,0,0,0,54,6995,MD,GERMANTOWN,20876
2021,"4I APPS SOLUTIONS LLC",2,0,0,0,54,6995,MD,GERMANTOWN,20876
2021,"4J FOUNDATION INC",0,0,1,0,99,3691,OK,SHAWNEE,74804
2021,"4PX EXPRESS USA",0,0,1,0,54,6085,CA,COMMERCE,90022
2021,"4R SYSTEMS INC",0,0,0,1,54,315,PA,BERWYN,19312
2021,"4S TECHNOLOGIES LLC",0,0,2,0,54,274,IL,PALATINE,60067
2021,"4S TECHNOLOGIES LLC",0,0,6,0,54,0274,IL,PALATINE,60067
2021,"4WEB INC",1,0,0,0,42,8520,TX,FRISCO,75034
2021,"500 DESIGNS LLC",1,0,0,0,54,4212,CA,IRVINE,92618
2021,"500PX INC",1,0,0,0,51,2024,DE,DOVER,19901
2021,"505 GAMES U S INC",0,0,1,0,42,6672,CA,CALABASAS,91302
2021,"511 CAPITAL LLC",1,0,0,0,54,6665,IL,EVANSTON,60201
2021,"547 ENERGY MANAGEMENT LLC",1,0,0,0,52,5317,TX,HOUSTON,77002
2021,"54D ONLINE LLC",0,0,1,0,61,8505,FL,MIAMI,33146
2021,"55 WASHINGTON STREET LLC",0,0,1,0,23,2943,NY,BROOKLYN,11201
2021,"561 MEDIA INC",0,0,1,0,99,3214,FL,"BOCA RATON",33432
2021,"5ELEM USA INC",0,0,2,0,45,8100,TX,MIDLAND,79706
2021,"5MILES LLC",0,0,1,0,45,3647,TX,DALLAS,75254
2021,"5MS MINERALS MANAGEMENT LLC",1,0,0,0,51,7526,TX,"FORT WORTH",76102
2021,"5THCOLUMN INC",0,0,1,0,54,8750,IL,CHICAGO,60654
2021,"5THCOLUMN LLC",0,0,1,0,54,8751,IL,CHICAGO,60654
2021,"5W PUBLIC RELATIONS LLC",1,0,0,0,54,7007,NY,"NEW YORK",10171
2021,"5X5 TECHNOLOGIES INC",0,0,1,0,54,7955,FL,"SAINT PETERSBURG",33701
2021,"6 DEGREES HEALTH DX LLC",0,0,1,0,52,2649,OR,HILLSBORO,97124
2021,"6 RIVER SYSTEMS LLC",1,0,12,0,51,6724,MA,WALTHAM,02452
2021,"6 RIVER SYSTEMS LLC",1,0,8,0,51,6724,MA,WALTHAM,2452
2021,"60 DECIBELS, INC.",0,0,1,0,54,7769,NY,"NEW YORK",10017
2021,"60 DECIBELS, INC.",1,0,0,0,54,7769,NY,"NEW YORK",10003
2021,"605 LLC",0,0,1,0,54,23,NY,"NEW YORK",10010
2021,"605 LLC",0,0,4,0,54,0023,NY,"NEW YORK",10010
2021,"64 X INC",1,0,0,0,99,8795,CA,"SAN FRANCISCO",94107
2021,"650 INDUSTRIES INC",0,0,1,0,99,7843,CA,"PALO ALTO",94301
2021,"6AI INC",1,0,0,0,54,7990,VA,ASHBURN,20147
2021,"6BLU INC",1,0,0,0,54,1307,CA,"CITY OF INDUSTRY",91746
2021,"6COM INC",11,1,6,0,54,1629,NJ,PISCATAWAY,08854
2021,"6COM INC",9,0,4,0,54,1629,NJ,PISCATAWAY,8854
2021,"6D BYTES INC DBA BLENDID",1,0,0,0,54,8517,CA,SUNNYVALE,94085
2021,"6E TECHNOLOGIES LLC",0,0,3,0,54,8072,CO,DENVER,80226
2021,"6E TECHNOLOGIES LLC",1,0,0,0,54,8072,CO,DENVER,80224
2021,"6ELM CAPITAL LP",0,0,1,0,52,6137,NY,"NEW YORK",10003
2021,"6SENSE INSIGHTS INC",3,0,3,0,51,7906,CA,"SAN FRANCISCO",94105
2021,"6Y A INC",0,0,1,0,54,7950,CA,"SANTA CLARA",95050
2021,"7 ELEVEN INC",11,0,63,1,44,5131,TX,IRVING,75063
2021,"7 ELEVEN INC",1,0,0,0,44,5131,TX,IRVING,75038
2021,"7 KINGS CODE LLC",0,0,0,1,54,2198,FL,"POMPANO BEACH",33067
2021,"7 MILE ADVISORS LLC",0,0,1,0,52,7604,NC,CHARLOTTE,28202
2021,"720 WORLDWIDE INC",1,0,0,0,54,651,IL,CHICAGO,60603
2021,"720 WORLDWIDE INC",1,0,0,0,54,0651,IL,CHICAGO,60603
2021,"72ANDSUNNY PARTNERS LLC",0,0,1,0,54,5109,CA,"PLAYA VISTA",90094
2021,"7CINFO COM INC",1,0,0,0,54,8168,ND,"WEST FARGO",58078
2021,"7CINFO COM INC",5,0,1,0,54,8168,ND,FARGO,58103
2021,"7EDU IMPACT ACADEMY INC",0,0,1,0,92,8587,CA,CUPERTINO,95014
2021,"7PARK DATA INC",1,0,0,0,51,6937,NY,"NEW YORK",10016
2021,"8 NET INC",0,0,1,0,42,9105,CA,"CITY INDUSTRY",91748
2021,"8 RIVERS SERVICES LLC",0,0,1,0,52,2388,NC,DURHAM,27701
2021,"8 RIVERS SERVICES LLC",1,0,0,0,54,2388,NC,DURHAM,27701
2021,"80 ACRES URBAN AGRICULTURE INC",0,0,1,0,11,4582,OH,HAMILTON,45011
2021,"817 DENTAL PLLC",1,0,0,0,62,1681,TX,CLEBURNE,76033
2021,"81QD LLC",0,0,1,0,54,3019,NY,"NEW YORK",10017
2021,"81QD LLC",0,0,1,0,54,3019,NY,"NEW YORK",10007
2021,"82ND STREET ACADEMICS",0,0,1,0,62,8352,NY,"JACKSON HEIGHTS",11372
2021,"84 51 LLC",2,0,18,2,54,2871,OH,CINCINNATI,45202
2021,"87P LLC",2,0,0,0,31,6831,IL,"CAROL STREAM",60188
2021,"88 BRAND PARTNERS INC",0,0,1,0,54,5858,IL,CHICAGO,60605
2021,"89 DEGREES INC DBA IRIS CONCISE",0,0,1,0,54,7128,MA,BURLINGTON,1803
2021,"89 DEGREES INC DBA IRIS CONCISE",0,0,1,0,54,7128,MA,BURLINGTON,01803
2021,"89CRYPTONIAN CORPORATION",1,0,0,0,54,2162,NY,"NEW YORK",10017
2021,"8K MILES HEALTH CLOUD INC",1,1,7,0,54,9938,NJ,"EAST BRUNSWICK",08816
2021,"8K MILES HEALTH CLOUD INC",1,1,6,0,54,9938,NJ,"EAST BRUNSWICK",8816
