"Fiscal Year",Employer,"Initial Approval","Initial Denial","Continuing Approval","Continuing Denial",NAICS,"Tax ID",State,City,ZIP
2022,"1DATASCIENCE INC D/B/A THINC360",0,0,1,0,56,8493,MA,WOBURN,01801
2022,"1LIFE HEALTHCARE INC",0,0,2,0,62,7204,CA,"SAN FRANCISCO",94111
2022,"1NTEGER LLC D/B/A KHARON",0,0,2,0,51,6378,CA,"SANTA MONICA",90403
2022,1PERFECTCHOICE,0,0,1,0,42,0454,CA,WALNUT,91789
2022,"1POINT3ACRES LLC",1,0,0,0,51,0301,NV,"LAS VEGAS",89109
2022,"1RIVET US INC",0,0,1,0,99,4769,VA,RESTON,20191
2022,"1ST CHOICE DENTAL",0,0,1,0,62,5644,IL,BRIDGEVIEW,60455
2022,"1ST COAST NO MORE HOMELESS PETS IN",0,0,1,0,54,9158,FL,JACKSONVILLE,32208
2022,"1ST DENTAL CARE LLC",0,0,1,0,62,5408,AZ,"SIERRA VISTA",85635
2022,"1ST FAMILY DENTAL PC",0,0,1,0,62,3363,IL,ADDISON,60101
2022,"1ST RANKING TECHNOLOGIES",0,0,1,0,54,3403,TX,LEWISVILLE,75067
2022,"1STDIBS COM INC",2,0,1,0,45,9618,NY,"NEW YORK",10003
2022,"1STDIBS COM INC",0,0,1,0,45,9618,NY,WANTAGH,11793
2022,"1UPHEALTH INC",1,0,0,0,54,1133,MA,BOSTON,02108
2022,"1UPHEALTH INC",2,0,0,0,54,1133,MA,BOSTON,02210
2022,"1WORLDSYNC INC",0,0,1,0,54,4878,IL,CHICAGO,60606
2022,"2 7 AUGUST APPAREL INC",0,0,1,0,99,9873,CA,"LOS ANGELES",90007
2022,"2 CUBE GLOBAL INC",1,0,0,0,48,3012,CA,ONTARIO,91761
2022,"2 SAAB CONSTRUCTION INC",1,0,0,0,23,1256,NY,BROOKLYN,11235
2022,"2 SWEET OF YONKERS INC DBA AUNTIE",0,0,1,0,44,4047,NY,LEVITTOWN,11756
2022,"20 20 FINANCIAL CONSULTING INC DBA 20 20 TAX RESOLUTION INC",1,0,0,0,52,9593,CO,BROOMFIELD,80021
2022,"2010 OFFICE FURNITURE INC",0,0,1,0,44,8418,CA,"SOUTH EL MONTE",91733
2022,"208 FOOT SPA LLC",1,0,0,0,71,3558,CT,MANCHESTER,06042
2022,"21 STAFF LLC",0,0,9,1,54,3144,CA,PLEASANTON,94588
2022,"212 DESIGN INC",0,0,1,0,54,4056,NY,"NEW YORK",10010
2022,"213 MANAGEMENT LLC",0,0,1,0,52,7655,IL,CHICAGO,60607
2022,"21MEDTECH LLC",0,0,1,0,33,2105,NC,DURHAM,27703
2022,"21MEDTECH LLC D/B/A VIAMER BIOSCIENCES",0,0,1,0,32,2105,NC,DURHAM,27703
2022,"21MEDTECH LLC D/B/A VIAMER BIOSCIENCES",0,0,1,0,33,2105,NC,DURHAM,27703
2022,"22 STREET SAI LLC",0,0,1,0,72,1802,NY,BROOKLYN,11232
2022,"22ND CENTURY TECHNOLOGIES INC",2,0,15,0,54,2121,VA,"MC LEAN",22102
2022,"22ND CENTURY TECHNOLOGIES INC",0,0,1,0,54,2121,VA,MCLEAN,22102
2022,"22SQUARED INC",1,0,1,0,54,6081,GA,ATLANTA,30309
2022,"23ANDME INC",6,0,12,0,62,7371,CA,SUNNYVALE,94086
2022,"24 7 AI INC",0,0,6,0,54,9939,CA,"SAN JOSE",95124
2022,"24 7 AI INC",0,0,2,0,54,9939,CA,CAMPBELL,95008
2022,"24 ON PHYSICIANS PC",0,0,2,0,62,9828,GA,ALPHARETTA,30009
2022,"24 ON PHYSICIANS PC",0,0,1,0,62,9828,GA,ALPHARETTA,30004
2022,"247JOBHUNT INC",1,0,0,0,54,1766,MI,LIVONIA,48186
2022,"24G LLC",1,0,0,0,54,1668,MI,TROY,48084
2022,"24M TECHNOLOGIES INC",3,0,1,0,54,7875,MA,CAMBRIDGE,02139
2022,"24X7ESI INCORPORATED",0,0,1,0,54,,NY,"NEW YORK",10014
2022,"24X7SYSTEMS INC",0,0,1,0,54,5663,GA,ALPHARETTA,30004
2022,"252 SOLUTIONS LLC",1,0,0,0,54,6290,ID,POCATELLO,83201
2022,"2600HZ INC",1,0,0,1,51,7748,NV,HENDERSON,89052
2022,"27 VIRTUAL CONSULTING LLC",1,0,0,0,54,8133,FL,TAMPA,33629
2022,"2A USA INC",1,0,1,0,33,2681,AL,AUBURN,36832
2022,"2DREAM INC",0,3,0,0,54,1173,CA,PLEASANTON,94566
2022,"2FLO VENTURES LLC",1,0,0,0,52,2929,IL,CHICAGO,60654
2022,"2GO PRODUCTS LLC",1,0,0,0,45,2270,CA,"SAN DIEGO",92122
2022,"2H OFFSHORE INC",2,0,1,0,54,3800,TX,HOUSTON,77079
2022,"2IM GROUP LLC",0,0,1,0,54,9389,IL,CHICAGO,60661
2022,"2K GAMES INC",3,0,9,0,51,1726,CA,NOVATO,94949
2022,"2K VEGAS, INC.",0,0,1,0,51,7833,NV,"LAS VEGAS",89101
2022,"2M ARCHITECTURE",1,0,0,0,54,2966,CA,"SAN FRANCISCO",94110
2022,"2M RESEARCH SERVICES LLC",1,0,1,0,54,3188,TX,ARLINGTON,76011
2022,"2M SOLUTIONS INC",1,0,0,0,56,6900,TX,"GRAND PRAIRIE",75050
2022,"2MC EMPLOYEE MANAGEMENT LLC",0,0,2,0,45,0843,OH,CINCINNATI,45244
2022,"2ND ORDER SOLUTIONS INC",4,0,0,0,52,0506,VA,"GLEN ALLEN",23060
2022,"2ND STREET USA INC",0,0,1,0,45,4581,CA,"LOS ANGELES",90046
2022,"2RW CONSULTANTS INC",0,0,1,0,54,0035,VA,FAIRFAX,22031
2022,"2SEVENTY BIO INC",3,0,10,0,54,8454,MA,CAMBRIDGE,02142
2022,"2SEVENTY BIO INC",0,0,1,0,32,8454,MA,CAMBRIDGE,02142
2022,"2U INC",0,0,2,0,54,5939,MD,LANHAM,20706
2022,"3 ATHLETICS LLC D/B/A RCW ATHLETIC",0,0,1,0,99,6530,PA,LANCASTER,17603
2022,"3 DOTS IT SOLUTIONS LLC",0,0,0,1,54,2293,NC,CARY,27519
2022,"3 GIS LLC",0,0,5,0,54,0965,AL,DECATUR,35601
2022,"3 KEY CONSULTING INC",3,0,1,0,54,6073,CA,"SIMI VALLEY",93063
2022,"3 ROCKS ENGINEERING LLC",1,0,0,0,54,0575,CO,"CANON CITY",81212
2022,"300 ENGRG GROUP PA",0,0,1,0,54,2529,FL,MIAMI,33134
2022,"300 ENGRG GROUP PA",1,0,0,0,54,2529,FL,"CORAL GABLES",33134
2022,"312 MILLBURY OPERATING CO LLC DBA",0,0,1,0,62,1977,MA,MILLBURY,01527
2022,"314E CORPORATION",1,0,4,0,54,2992,CA,PLEASANTON,94566
2022,"317 LABS INC DBA EMOTIVE",1,0,1,0,54,1122,CA,"LOS ANGELES",90064
2022,"317 LABS INC DBA EMOTIVE",0,0,1,0,54,1122,CA,"SAN JOSE",95154
2022,"33ACROSS INC",0,0,1,0,54,3623,NY,"NEW YORK",10003
2022,"360 DEGREE CUSTOMER INC",0,0,3,0,62,2463,CA,"SANTA CLARA",95054
2022,"360 ENGINEERING GROUP, PLLC",1,0,0,0,54,2416,OK,TULSA,74120
2022,"360 PROPERTIES LLC",1,0,0,0,54,1343,CT,"WEST HARTFORD",06107
2022,"365 RETAIL MARKETS LLC",1,0,5,0,51,7511,MI,TROY,48084
2022,"365 RETAIL MARKETS LLC",0,0,1,0,54,7511,MI,TROY,48084
2022,"3835 MAIN LLC",0,0,1,0,72,1740,FL,"PALM BEACH",33480
2022,"3AMIGOSIT LLC",1,0,0,0,54,4552,OH,COLUMBUS,43235
2022,"3B STAFFING LLC",3,0,0,0,54,8045,NJ,NEWARK,07102
2022,"3B STAFFING LLC",1,1,4,0,54,8045,NJ,ISELIN,08830
2022,"3BEES TECHNOLOGIES INC",27,0,0,0,54,9920,TX,IRVING,75039
2022,"3BRIDGE SOLUTIONS LLC DBA THREEBRI",1,0,1,0,54,3477,MN,MINNEAPOLIS,55402
2022,"3C DRILLING LLC",0,0,1,0,21,7722,PA,QUAKERTOWN,18951
2022,"3C ENVIRONMENTAL SOLUTIONS INC",1,0,0,0,42,7450,TX,CARROLLTON,75006
2022,"3CINTERACTIVE CORP",1,0,0,0,54,9760,FL,"BOCA RATON",33487
2022,"3CLOGIC INC",0,0,3,0,54,2278,MD,ROCKVILLE,20850
2022,"3CORE SYSTEMS INC",0,0,5,0,54,1170,TX,AUSTIN,78758
2022,"3D ACCESS INC",1,0,0,0,54,9629,CA,FREMONT,94539
2022,"3D IMAGING AND SIMULATION CORP AMERICAS DBA 3DISC IMAGING",0,0,1,0,33,0469,VA,HERNDON,20170
2022,"3D INTERNATIONAL LLC",0,0,2,0,32,9239,CA,"SANTA CLARITA",91350
2022,"3D MARINE USA INC",0,0,1,0,54,2764,TX,HOUSTON,77067
2022,"3D SYSTEMS INC",0,0,1,0,33,7939,SC,"ROCK HILL",29730
2022,"3D SYSTEMS INC",5,0,13,1,33,8939,SC,"ROCK HILL",29730
2022,"3D TECHNOLOGIES LLC",8,1,0,0,54,3952,NE,MCCOOK,69001
2022,"3D TECHNOLOGIES LLC",5,0,2,0,54,3952,NE,"MC COOK",69001
2022,"3DEO INC",1,0,2,0,33,1081,CA,TORRANCE,90505
2022,"3DNA CORP D/B/A NATIONBUILDER",0,0,2,0,54,5659,CA,"LOS ANGELES",90017
2022,"3E CONSULTING INC",0,0,1,0,54,1599,FL,MIAMI,33180
2022,"3EDGEUSA GROUP LLC",2,2,0,0,54,4749,NJ,PISCATAWAY,08854
2022,"3GTMS LLC",1,0,1,0,54,5120,CT,SHELTON,06484
2022,"3H SYSTEMS LLC",0,0,1,0,54,2816,GA,SUWANEE,30024
2022,"3I INFOTECH INC",19,1,65,1,54,3452,NJ,EDISON,08837
2022,"3I PEOPLE INC",0,0,1,0,54,5372,GA,ALPHARETTA,30022
2022,"3IC RESEARCH LLC",0,0,1,0,54,6320,MA,BOSTON,02109
2022,"3IGEEKS LLC",0,0,2,0,54,6608,LA,"BATON ROUGE",70827
2022,"3ITEK LLC",2,0,3,0,54,3782,NC,CHARLOTTE,28262
2022,"3J INTERNATIONAL LTD CO",2,0,0,0,42,4451,TX,IRVING,75038
2022,"3K TECHNOLOGIES LLC",17,0,10,1,54,4148,CA,MILPITAS,95035
2022,"3KEY CONSULTING INC",5,0,3,0,54,6073,CA,"SIMI VALLEY",93063
2022,"3KEYS INC",0,0,1,0,54,4510,DE,MIDDLETOWN,19709
2022,"3M COMPANY",23,1,24,0,33,7775,MN,"SAINT PAUL",55144
2022,"3M COMPANY",0,0,5,0,33,7775,MN,"ST PAUL",55144
2022,"3MD INC DBA DENALI ADVANCED",1,0,0,0,54,0116,WA,REDMOND,98052
2022,"3PILLAR GLOBAL INC",0,0,1,0,54,8411,VA,FAIRFAX,22033
2022,"3PL CENTRAL LLC",2,0,0,0,51,0242,CA,"EL SEGUNDO",90245
2022,"3PLAY MEDIA INC",1,0,1,0,54,7422,MA,BOSTON,02114
2022,"3Q DIGITAL",0,0,1,0,54,8570,IL,CHICAGO,60602
2022,"3QI LABS INC",0,0,3,0,54,7533,CA,"SANTA CLARA",95054
2022,"3R INFO LLC",2,0,6,0,54,6601,MI,CANTON,48187
2022,"3RED PARTNERS LLC",1,0,0,0,52,8791,IL,CHICAGO,60606
2022,"3S BUSINESS CORPORATION",16,1,28,1,54,9464,TX,HOUSTON,77082
2022,"3S ENGINEERING AND DESIGN LLC",1,0,0,0,54,3060,TX,MIDLAND,79705
2022,"3S NETWORK INC",2,0,1,1,54,9275,CA,TUSTIN,92780
2022,"3SHARE INC",0,0,3,0,54,7074,MA,BOSTON,02109
2022,"3SHARP LLC",0,0,1,0,51,8148,WA,REDMOND,98052
2022,"3SIXTY FUNDRAISING LLC",1,0,0,0,56,9974,NY,BROOKLYN,11249
2022,"3XN USA LLC",1,0,0,0,54,7902,NY,BROOKLYN,11205
2022,"4 AI SOFT LLC",0,0,1,0,51,3186,CA,CYPRESS,90630
2022,"4 PEAKS BUSINESS SOLUTION LLC",0,0,0,1,54,3239,AZ,PHOENIX,85045
2022,"4 PEAKS BUSINESS SOLUTION LLC",5,0,3,0,54,3239,AZ,PHOENIX,85048
2022,"4 S T E L ENGINEERING INC",0,0,1,0,54,2721,CA,"MISSION VIEJO",92691
2022,"4 SERV SOLUTIONS INC",3,0,3,0,54,1906,MI,WIXOM,48393
2022,"4-SERV SOLUTIONS, INC.",2,0,0,0,54,1906,MI,WIXOM,48393
2022,"400 CAPITAL MANAGEMENT LLC",1,0,0,0,52,9627,NY,"NEW YORK",10022
2022,"404 LABS INC",0,0,1,0,54,9656,WA,BOTHELL,98011
2022,"41SQUARE LLC",0,0,1,0,99,6485,VA,ASHBURN,20148
2022,"41ST PARAMETER INC",2,0,3,0,51,8748,CA,"COSTA MESA",92626
2022,"42 NORTH DENTAL CARE LLC",7,0,3,0,62,9875,MA,WALTHAM,02451
2022,"42 NORTH DENTAL CARE PLLC",0,0,5,0,62,0969,MA,WALTHAM,02451
2022,"42LAYERS CORP",0,0,1,0,54,0317,WA,SEATTLE,98122
2022,"47 BRAND LLC",0,0,1,0,42,3847,MA,WESTWOOD,02090
2022,"4A CONSULTING LLC",1,0,2,0,54,0172,MD,"ELLICOTT CITY",21043
2022,"4A SOLUTIONS LLC",1,0,0,0,54,6006,TX,AUSTIN,78759
2022,"4CONSULTING INC",1,0,1,0,54,9552,TX,RICHARDSON,75080
2022,"4CONSULTING INC",0,0,1,0,54,9552,TX,PLANO,75024
2022,"4CONSULTING INC",3,0,1,0,54,9552,TX,MCKINNEY,75070
2022,"4D SYSTEMS LLC",2,0,0,0,54,2589,MI,FLINT,48507
2022,"4D SYSTEMS LLC",0,0,1,0,54,2589,MI,"FLINT TOWNSHIP",48507
2022,"4EARTH INC",1,0,0,0,54,1582,GA,ATLANTA,30318
2022,"4G CLINICAL LLC",0,0,1,0,54,2554,MA,WELLESLEY,02481
2022,"4G CLINICAL LLC",0,0,2,0,54,2554,MA,"WELLESLEY HILLS",02481
2022,"4M ANALYTICS INC",0,0,1,0,54,2784,TX,AUSTIN,78750
2022,"4M CAPITAL LTD D/B/A ARTERIORS HOM",0,0,1,0,54,7834,TX,"THE COLONY",75056
2022,"4M HOSPITALIST SERVICES LLC",1,0,0,0,62,5283,MD,GERMANTOWN,20876
2022,"4P CONSULTING INC",1,0,0,0,54,0940,GA,MARIETTA,30066
2022,"4SCHOOLERS, LLC",1,0,0,0,61,3852,MA,BROOKLINE,02446
2022,"4TH DIMENSION EMR INC",1,0,0,0,54,0968,CA,"SAN DIEGO",92122
2022,"4WEALTH FINANCIAL GROUP LLC",0,0,1,0,54,8535,IL,WILLOWBROOK,60527
2022,"4WEB INC",0,0,1,0,99,8520,TX,FRISCO,75034
2022,"5 DESIGN INC DBA 5+ DESIGN",0,0,1,0,54,7437,CA,HOLLYWOOD,90038
2022,"5 STAR LLC DBA VERNON DANIEL ASSOC",1,0,0,0,23,0862,VA,MCLEAN,22102
2022,"5247 BROADWAY DRUGS INC DBA DRUG MART",0,0,1,0,44,5762,NY,BRONX,10463
2022,"535MEDIA LLC",0,0,1,0,54,3897,PA,TARENTUM,15084
2022,"547 ENERGY MANAGEMENT LLC",0,0,1,0,55,5317,TX,HOUSTON,77002
2022,"55 SANDALWOOD ENTERPRISES DBA MCGUIRES HEARING CENTERS",1,0,0,0,62,1223,NY,CENTEREACH,11720
2022,"57 STARS LLC",0,0,1,0,52,3783,DC,WASHINGTON,20001
2022,"58 BAKERY INC DBA PARIS BAGUETTE",1,0,0,0,72,5251,MA,CAMBRIDGE,02139
2022,"5DLIGHT INC",1,0,0,0,42,4899,CA,ONTARIO,91764
2022,"6 RIVER SYSTEMS LLC",4,0,16,0,51,6724,MA,WALTHAM,02452
2022,"605, LLC",1,0,0,0,54,0023,NY,"NEW YORK",10010
2022,"617MEDIGROUP LLC DBA 617MEDIAGROUP",0,0,2,0,54,2805,MA,BOSTON,02109
2022,"630 AEROSPACE INC",1,0,0,0,54,9782,FL,"MIAMI LAKES",33014
2022,64LABS,0,0,3,0,54,8413,FL,TAMPA,33607
2022,"66DEGREES LLC",1,0,3,0,54,3575,IL,CHICAGO,60607
2022,"6BLU INC.",1,0,0,0,54,1307,CA,"CITY OF INDUSTRY",91746
2022,"6COM INC",0,0,5,0,54,1629,NJ,PISCATAWAY,08854
2022,"6COM, INC.",0,0,1,0,54,1629,NJ,PISCATAWAY,08854
2022,"6D BYTES INC D/B/A BLENDID",0,0,2,0,54,8517,CA,SUNNYVALE,94085
2022,"6E TECHNOLOGIES LLC",2,0,1,0,54,8072,CO,DENVER,80224
2022,"6SENSE INSIGHTS INC",3,0,26,0,51,7906,CA,"SAN FRANCISCO",94105
2022,"6SENSE INSIGHTS INC",0,0,1,0,51,7909,CA,"SAN FRANCISCO",94105
2022,"6TH AVE HOMES LLC",0,0,1,0,53,8046,TX,"FORT WORTH",76104
2022,"7 ELEVEN INC",12,0,85,0,44,5131,TX,IRVING,75063
2022,"7 ELEVEN INC",0,0,1,0,44,5130,TX,IRVING,75063
2022,"7 ELEVEN INC",0,0,2,0,45,5131,TX,IRVING,75063
2022,"701X INC",1,0,0,0,51,3517,ND,FARGO,58103
2022,"720 WORLDWIDE INC",0,0,2,0,54,0651,IL,WESTCHESTER,60154
2022,"75 BURNSIDE DRUG SURGICAL INC",0,0,1,0,44,9979,NY,BRONX,10453
2022,"776 MGT LLC DBA SEVEN SEVEN SIX",0,0,1,0,52,8310,FL,JUPITER,33458
2022,"777 PARTNERS LLC",2,0,3,0,55,2656,FL,MIAMI,33131
2022,"7CINFO COM INC",5,1,0,0,54,8168,ND,FARGO,58103
2022,"7CINFO COM INC",0,1,0,0,54,8168,ND,"WEST FARGO",58078
2022,"7L INTERNATIONAL INC",1,0,0,0,54,0960,NY,"NEW YORK",10017
2022,"7TH ONLINE INC",0,0,2,0,54,9952,NY,"NEW YORK",10018
2022,"8 MINUTE SOLAR ENERGY LLC",0,0,1,0,23,4910,CA,"EL DORADO HILLS",95762
2022,"80 ACRES URBAN AGRICULTURE  INC",1,0,0,0,11,4582,OH,HAMILTON,45011
2022,"84 51 LLC",2,0,25,0,54,2871,OH,CINCINNATI,45202
2022,85SIXTY,0,0,1,0,54,6132,CA,"DEL MAR",92014
2022,"88RISING INC",1,0,0,0,71,0631,CA,"LOS ANGELES",90038
2022,"89 DEGREES INC DBA IRIS CONCISE",0,0,0,1,54,7128,MA,BURLINGTON,01803
2022,"8GLABS INC",0,0,1,0,51,5982,DE,WILMINGTON,19807
2022,"8MINUTE SOLAR ENERGY LLC",1,0,4,1,23,4910,CA,"EL DORADO HILLS",95762
2022,"8TH AVENUE FOOD @ PROVISIONS INC",0,0,1,0,31,5288,MO,FENTON,63026
2022,"8X8 INC",1,0,25,0,51,2404,CA,CAMPBELL,95008
2022,"906 STUDIO PLLC",0,0,1,0,54,7456,TN,FRANKLIN,37064
2022,"911 CLAIMS CORP",0,1,0,0,52,0599,FL,MIAMI,33126
2022,"97 LABS INC",0,0,1,0,45,5478,NY,"NEW YORK",10028
2022,"98POINT6 INC",1,0,4,0,54,0194,WA,SEATTLE,98104
2022,"9920 MGMT LLC",0,0,1,0,72,8011,CA,"EL MONTE",91731
2022,"99MEDIALAB LLC",1,0,1,0,54,5635,VA,FREDERICKSBURG,22408
2022,"9DOTS TECHNOLOGY INC",1,1,0,0,54,5733,MI,"FARMINGTN HLS",48335
2022,"9DOTS TECHNOLOGY INC",3,0,1,0,54,5733,MI,FARMINGTON,48335
2022,"9EDGE INC",0,0,5,0,54,6205,CA,"SANTA ANA",92707
2022,"9LLABS LLC",1,0,2,0,54,3249,WA,BELLEVUE,98004
2022,"9LOGIC TECHNOLOGIES INC",12,1,21,0,54,1040,WA,REDMOND,98052
2022,"9M SOLUTIONS INC",5,0,6,0,54,4057,NC,CHARLOTTE,28217
2022,"9THNETWORKS INC",9,0,3,0,54,4220,NH,SOMERSWORTH,03878
2022,"9TO5 SEATING LLC",0,0,1,0,33,0624,CA,HAWTHORNE,90250
2022,"9TO9 SOFTWARE SOLUTIONS LLC",1,0,15,0,54,6747,CT,"EAST BERLIN",06023
2022,"A & B ENVIRONMENTAL SERVICES INC",8,0,7,0,54,1001,TX,HOUSTON,77029
2022,"A & B FOUNDRY LLC",1,0,0,0,33,3389,OH,FRANKLIN,45005
2022,"A & B HOME GROUP INC",0,0,1,0,42,8552,CA,"RANCHO CUCAMONGA",91730
2022,"A & B MIX LLC",0,1,0,0,99,5520,PA,ALLENTOWN,18109
2022,"A & C TRADE CONSULTANTS, INC.",1,0,0,0,42,1158,CA,BURLINGAME,94010
2022,"A & J CAPITAL INC",0,0,1,0,52,3630,CA,ALHAMBRA,91803
2022,"A & M ENGINEERING AND ENVIRONMENTAL SERVICES INC",0,0,1,0,23,5099,OK,TULSA,74128
2022,"A & P PHARMACY INC D B A ROANOKE PHARMACY",0,0,1,0,44,6686,TX,ROANOKE,76262
2022,"A & R INFOTECH INC",0,0,1,0,54,8468,NJ,ISELIN,08830
2022,"A 1 HEALTHCARE MANAGEMENT",1,0,0,0,62,6821,CA,"HUNTINGTON BEACH",92649
2022,"A 1 JAYS MACHINING INC",0,0,1,0,33,2441,CA,"SAN JOSE",95131
2022,"A 1 REHAB & RECRUITMENT SVCS INC",1,0,5,0,62,8063,CA,FAIRFIELD,94534
2022,"A A ANDERSON & CO INC DBA ANDERSON",1,0,0,0,54,7863,WI,BROOKFIELD,53045
2022,"A ALPHA BIO INC",0,0,1,0,54,0666,WA,SEATTLE,98195
2022,"A AND A QUALITY APPLIANCE INC D/B/A APPLIANCE FACTORY MATRESS KINGDON",0,0,1,0,44,5712,CO,DENVER,80260
2022,"A C KINGS LLC",1,0,0,0,54,9825,CA,"NEWPORT BEACH",92660
2022,"A CAP SERVICES LLC",0,0,1,0,52,7163,NY,"NEW YORK",10010
2022,"A CARING DOCTOR MINNESOTA P A DBA BANFIELD PET HOSPITAL",0,0,2,0,54,8368,WA,VANCOUVER,98683
2022,"A CARING DOCTOR NEW JERSEY P C DBA BANFIELD PET HOSPITAL",0,0,1,0,54,0576,WA,VANCOUVER,98683
2022,"A CARING DOCTOR TEXAS PC",1,0,0,0,54,1410,WA,VANCOUVER,98683
2022,"A CARING DOCTOR TEXAS PC DBA BANFIELD PET HOSPITAL",1,0,1,0,54,1410,WA,VANCOUVER,98683
2022,"A CARING DOCTOR TEXAS, P.C.",2,1,1,0,54,1410,WA,VANCOUVER,98683
2022,"A CARING DR PC DBA BANFIELD PET HO",1,0,0,0,54,8919,WA,VANCOUVER,98683
2022,"A CHEMTEK INC",0,0,1,0,54,2636,MA,WORCESTER,01606
2022,"A CHEMTEK INC",0,0,2,0,54,2636,MA,WOBURN,01801
