"Fiscal Year",Employer,"Initial Approval","Initial Denial","Continuing Approval","Continuing Denial",NAICS,"Tax ID",State,City,ZIP
2023,"19SIX ARCHITECTS",0,0,1,0,54,,CA,"SAN LUIS OBISPO",93401
2023,"1LIFE HEALTHCARE INC",1,0,1,0,62,7204,CA,"SAN FRANCISCO",94111
2023,"1NTEGER LLC D/B/A KHARON",0,0,1,0,51,6378,CA,"SANTA MONICA",90403
2023,"1POINT3ACRES LLC",0,0,1,0,54,0301,NV,"LAS VEGAS",89102
2023,"1POINT3ACRES LLC",0,0,1,0,51,0301,WA,BELLEVUE,98005
2023,"1RIVET INTERNATIONAL",0,0,1,0,45,4925,VA,RESTON,20191
2023,"1ST AMERICARE LLC",0,1,0,0,62,9989,VA,STERLING,20166
2023,"1ST BANK CARD SERVICES INC",0,0,1,0,52,9475,IL,CHICAGO,60659
2023,"1ST RANKING TECHNOLOGIES",3,0,0,0,54,3403,TX,LEWISVILLE,75067
2023,"1ST STREET FOUNDATION INC",0,0,1,0,54,8701,NY,BROOKLYN,11201
2023,"1UPHEALTH INC",0,0,1,0,54,1133,MA,BOSTON,02210
2023,"20 20 FINANCIAL CONSULTING INC DBA 20 20 TAX RESOLUTION INC",0,0,1,0,52,9593,CO,BROOMFIELD,80021
2023,"200 TRIBECA RESTAURANT LLC DBA MAR",1,0,0,0,72,2046,NY,"NEW YORK",10013
2023,"2046 BHAG LLC",1,0,0,0,72,8031,TX,DALLAS,75204
2023,"21 STAFF LLC",0,0,3,0,54,3144,CA,PLEASANTON,94588
2023,"21ST CENTURY HOME HEALTH SERVICES INC",0,0,2,0,62,4981,CA,BURLINGAME,94010
2023,"22 MILES DIGITAL SIGNAGE, INC",1,0,0,0,54,6697,GA,NORCROSS,30092
2023,"22ND CENTURY TECHNOLOGIES INC",0,0,1,0,54,2121,,,
2023,"22ND CENTURY TECHNOLOGIES INC",0,0,6,0,54,2121,VA,"MC LEAN",22102
2023,"22ND CENTURY TECHNOLOGIES INC",0,0,1,0,54,2121,VA,MCLEAN,22102
2023,"23ANDME INC",0,0,5,0,62,7371,CA,SUNNYVALE,94086
2023,"24 7 AI INC",0,0,2,0,54,9939,CA,CAMPBELL,95008
2023,"24 ON PHYSICIANS PC",0,0,2,0,62,9828,GA,ALPHARETTA,30004
2023,"2401FOREVER LLC",0,0,1,0,45,5512,CA,CUPERTINO,95014
2023,"247JOBHUNT INC",1,0,0,0,54,1766,MI,LIVONIA,48152
2023,"24M TECHNOLOGIES INC",0,0,1,0,54,7875,MA,CAMBRIDGE,02139
2023,"24X US HOLDINGS LLC",0,0,1,0,52,6322,FL,MIAMI,33134
2023,"24X7 ESI INC",0,0,1,0,54,8324,NY,"NEW YORK",10014
2023,"24X7SYSTEMS INC",0,0,1,0,54,5663,GA,ALPHARETTA,30004
2023,"27 VIRTUAL CONSULTING LLC",0,0,1,0,54,8133,FL,TAMPA,33629
2023,"2DREAM INC",0,1,0,0,54,1173,CA,FREMONT,94538
2023,"2GO PRODUCTS LLC",0,0,1,0,45,2270,CA,"SAN DIEGO",92122
2023,"2K GAMES INC",0,0,0,1,51,1726,CA,NOVATO,94949
2023,"2K GAMES INC",0,0,1,0,51,1726,CA,"SAN MATEO",94403
2023,"2M SOLUTIONS INC",1,0,0,0,56,6900,TX,"GRAND PRAIRIE",75050
2023,"2SEVENTY BIO INC",0,0,1,0,32,8454,MA,CAMBRIDGE,02142
2023,"2SEVENTY BIO INC",0,0,2,0,54,8454,MA,CAMBRIDGE,02142
2023,"2U INC",0,0,2,0,61,5939,MD,LANHAM,20706
2023,"3 FLAGS DIRY LLC",0,0,1,0,11,8514,OH,FOREST,45843
2023,"3-GIS LLC",1,0,1,0,54,0965,AL,DECATUR,35601
2023,"300 ENGINEERING GROUP PA",0,0,1,0,54,2529,FL,MIAMI,33134
2023,"309 CENTRAL LLC",1,0,0,0,44,9463,NY,ALBANY,12206
2023,"314E CORPORATION",1,0,1,0,54,2992,CA,PLEASANTON,94566
2023,"317 LABS INC DBA EMOTIVE",0,0,1,0,54,1122,CA,"WEST HOLLYWOOD",90069
2023,"32HEALTH INC",0,0,1,0,52,8261,MA,"CHESTNUT HILL",02467
2023,"340B TECHNOLOGIES INC",0,0,1,0,54,0516,NJ,"MOUNT LAUREL",08054
2023,"365 RETAIL MARKETS LLC",0,0,1,0,51,7511,MI,TROY,48084
2023,"37SIGNALS LLC",0,0,1,0,54,4126,IL,CHICAGO,60612
2023,"3A SOFT INC",0,0,3,0,54,7296,NJ,PISCATAWAY,08854
2023,"3AMIGOSIT LLC",14,1,0,0,54,4552,OH,COLUMBUS,43235
2023,"3ARB CAPITAL LLC",0,0,1,0,52,7785,NJ,"JERSEY CITY",07306
2023,"3B STAFFING LLC",1,0,2,0,54,8045,NJ,ISELIN,08830
2023,"3B STAFFING LLC",0,0,1,0,54,8045,NJ,NEWARK,07102
2023,"3BEES TECHNOLOGIES INC",0,15,0,0,54,9920,TX,IRVING,75039
2023,"3C DRILLING LLC",0,0,1,0,23,7722,PA,QUAKERTOWN,18951
2023,"3C ENVIRONMENTAL SOLUTIONS INC",0,0,2,0,42,7450,TX,CARROLLTON,75006
2023,"3CORE SYSTEMS INC",0,0,6,0,54,1170,TX,AUSTIN,78758
2023,"3D ARRAY TECHNOLOGY",1,0,0,0,54,7589,CT,"STORRS MANSFIELD",06269
2023,"3D SYSTEMS INC",0,0,2,0,33,8939,SC,"ROCK HILL",29730
2023,"3D TECHNOLOGIES LLC",0,1,1,0,54,3952,NE,"MC COOK",69001
2023,"3DI INC DBA 3DI SYSTEMS",0,0,3,0,54,7719,CA,BREA,92821
2023,"3DN SOLUTIONS LLC",1,0,0,0,54,5885,MI,TROY,48098
2023,"3E COMPANY ENVIRONMENTAL ECOLOGICAL AND ENGINEERING DBA 3E",1,0,1,0,54,1631,CA,CARLSBAD,92010
2023,"3E CONSULTING INC",0,0,2,0,54,1599,FL,MIAMI,33180
2023,"3EDGEUSA GROUP LLC",1,0,1,0,54,4749,NJ,PISCATAWAY,08854
2023,"3I INFOTECH INC",46,3,28,3,54,3452,NJ,EDISON,08837
2023,"3I PRODUCTS INC",0,0,1,0,31,2622,SC,LANCASTER,29720
2023,"3ITEK LLC",0,0,1,0,54,3782,NC,CHARLOTTE,28262
2023,"3K TECHNOLOGIES LLC",10,0,5,0,54,4148,CA,MILPITAS,95035
2023,"3K TECHNOLOGIES LLC",0,0,1,0,54,4148,CA,MILPITAS,95035
2023,"3M COMPANY",0,0,1,0,33,7775,,,
2023,"3M COMPANY",1,0,3,0,33,7775,MN,"SAINT PAUL",55144
2023,"3M COMPANY",0,0,1,0,33,7775,MN,"ST PAUL",55144
2023,"3MD INC DBA DENALI ADVANCED INTEGRATION",0,0,1,0,54,0116,WA,REDMOND,98052
2023,"3NRIT INC",1,0,0,0,54,3017,TX,HOUSTON,77036
2023,"3Q DIGITAL",1,0,0,0,54,8570,IL,CHICAGO,60602
2023,"3QI LABS INC",1,0,3,0,54,7533,CA,"SANTA CLARA",95054
2023,"3R INFO LLC",3,0,3,0,54,6601,MI,CANTON,48187
2023,"3S BUSINESS CORPORATION",0,0,3,0,54,9464,TX,CYPRESS,77433
2023,"3S BUSINESS CORPORATION",6,0,10,0,54,9464,TX,HOUSTON,77082
2023,"3S NETWORK INC",0,0,2,0,54,9275,CA,TUSTIN,92780
2023,"3V SOURCEONE VENTURES FUND L P",0,0,1,0,52,8831,CA,SARATOGA,95070
2023,"3X3 DESIGN US LLC",0,1,0,0,54,7497,NY,BROOKLYN,11201
2023,"4 D PROPERTIES LLP",0,1,0,0,53,9461,,,
2023,"4 PEAKS BUSINESS SOLUTION LLC",0,0,1,0,54,3239,AZ,PHOENIX,85048
2023,"4 QUL MANAGEMENT LLC",1,0,0,0,61,4266,TX,"SUGAR LAND",77479
2023,"4 SERV SOLUTIONS INC",0,0,5,0,54,1906,MI,WIXOM,48393
2023,"40 86 ADVISORS INC SUBSIDIARY OF CNO SERVICES LLC",0,0,1,0,52,5822,IN,CARMEL,46032
2023,"400 CAPITAL MANAGEMENT LLC",0,0,1,0,52,9627,NY,"NEW YORK",10022
2023,"41ST PARAMETER INC",0,0,1,0,51,8748,CA,"COSTA MESA",92626
2023,"42 NORTH DENTAL CARE LLC",1,0,2,0,62,9875,MA,WALTHAM,02451
2023,"44 DESIGN LLC",1,0,0,0,54,3392,NY,BROOKLYN,11222
2023,"47 VENTURES LLC",1,0,0,0,54,1944,CA,BRENTWOOD,94513
2023,"4700 NORTH BAY ROAD LLC",2,0,0,0,55,6611,OH,DUBLIN,43017
2023,"4A CONSULTING LLC",0,0,1,0,54,0172,MD,"ELLICOTT CITY",21043
2023,"4CONSULTING INC",1,0,4,0,54,9552,TX,MCKINNEY,75070
2023,"4D MOLECULAR THERAPEUTICS INC",0,0,2,0,54,6994,CA,EMERYVILLE,94608
2023,"4G CLINICAL LLC",0,0,0,1,54,2554,MA,"WELLESLEY HILLS",02481
2023,"5 STAR INSTALLATIONS LLC",0,0,1,0,81,1552,TX,HOUSTON,77041
2023,"5FT2 STUDIO ARCHITECTS",0,0,1,0,54,1071,WA,KIRKLAND,98004
2023,"5M CONSTRUCTION CORPORATION",0,0,1,0,23,4107,GU,BARRIGADA,96921
2023,"6 RIVER SYSTEMS LLC",0,0,2,0,51,6724,MA,WALTHAM,02452
2023,"605 LLC",0,0,1,0,54,0023,NY,SYOSSET,11791
2023,"615 PEO LLC DBA THE 615 GROUP",0,0,1,0,99,8908,TN,NASHVILLE,37211
2023,"626OPCO LLC",0,0,1,0,42,,FL,"DELRAY BEACH",33445
2023,"64-X INC",0,0,1,0,54,8795,CA,"SAN FRANCISCO",94156
2023,"66DEGREES LLC",0,0,2,0,54,3575,IL,CHICAGO,60607
2023,"6AI INC",2,0,0,0,54,7990,VA,ASHBURN,20147
2023,"6COM INC",5,0,6,0,54,1629,NJ,PISCATAWAY,08854
2023,"6D BYTES INC D/B/A BLENDID",0,0,1,0,54,8517,CA,SUNNYVALE,94085
2023,"6SENSE INSIGHTS INC",0,0,2,0,51,7906,CA,"SAN FRANCISCO",94105
2023,"7 ELEVEN INC",0,0,3,0,44,5131,,,
2023,"7 ELEVEN INC",0,1,55,0,44,5131,TX,IRVING,75063
2023,"7 KINGS CODE LLC",1,0,1,0,54,2198,FL,"CORAL SPRINGS",33071
2023,"7 KINGS CODE LLC",1,0,0,0,54,2198,FL,"POMPANO BEACH",33071
2023,"777 DIGITAL LLC",0,0,3,1,55,9881,FL,MIAMI,33131
2023,"7CINFO COM INC",0,3,0,0,54,8168,ND,FARGO,58103
2023,"84.51 LLC",0,0,16,0,54,2871,OH,CINCINNATI,45202
2023,"89 DEGREES INC",0,0,1,0,54,7128,MA,BURLINGTON,01803
2023,"8X8 INC",0,0,6,0,51,2404,CA,CAMPBELL,95008
2023,"9 STAR TECHNOLOGIES LLC",5,0,0,0,54,7432,MD,COLUMBIA,21045
2023,"910 LLC",0,1,0,0,72,3270,PA,"BRYN MAWR",19010
2023,"9DOTS TECHNOLOGY INC",0,0,1,0,54,5733,MI,FARMINGTON,48335
2023,"9EDGE INC",0,0,1,0,54,6205,CA,"SANTA ANA",92707
2023,"9LLABS LLC",1,0,0,0,54,3249,WA,BELLEVUE,98004
2023,"9LOGIC TECHNOLOGIES INC",0,0,11,0,54,1040,WA,REDMOND,98052
2023,"9M SOLUTIONS INC",3,0,3,0,54,4057,NC,CHARLOTTE,28217
2023,"9THNETWORKS INC",5,0,4,0,54,4220,NH,SOMERSWORTH,03878
2023,"9TO9 SOFTWARE SOLUTIONS LLC",0,0,4,0,54,6747,CT,"EAST BERLIN",06023
2023,"A & B ARCHITECTURE LLC",0,0,1,0,54,8025,MO,"KANSAS CITY",64105
2023,"A & B ENVIRONMENTAL SERVICES INC",0,0,6,0,54,1001,TX,HOUSTON,77029
2023,"A & C TECHNOLOGY INC",0,0,2,0,54,9254,CA,"NEWPORT BEACH",92660
2023,"A & R ERECTORS INC",0,0,1,0,33,3702,IN,INDIANAPOLIS,46234
2023,"A 1 REHAB & RECRUITMENT SERVICES INC",1,0,1,0,62,8063,CA,FAIRFIELD,94534
2023,"A 1 ROOF MANAGEMENT&CONSTRUCTION",1,0,0,0,23,3589,CA,"SAN LEANDRO",94577
2023,"A 1 TECHNOLOGY INC",0,0,1,0,54,3041,CA,"AGOURA HILLS",91301
2023,"A 7 B FOUNDRY LLC",0,0,1,0,33,3389,OH,FRANKLIN,45005
2023,"A AND A INDUSTRIES INC",1,0,0,0,33,4899,MA,PEABODY,01960
2023,"A C & ASSOCIATES INC",0,0,1,0,62,7636,TX,DALLAS,75234
2023,"A CARING DOCTOR MINNESOTA P A DBA BANFIELD PET HOSPITAL",0,0,3,0,54,8368,WA,VANCOUVER,98683
2023,"A CARING DOCTOR P C DBA BANFIELD PET HOSPITAL",0,0,1,0,54,8919,WA,VANCOUVER,98683
2023,"A CARING DOCTOR TEXAS PC DBA BANFIELD PET HOSPITAL",0,0,2,0,54,1410,WA,VANCOUVER,98683
2023,"A E BOYCE COMPANY INC",0,0,1,0,54,1530,IN,DALEVILLE,47334
2023,"A E REAL ESTATE MANAGEMENT LLC",0,0,1,0,53,2743,NY,"NEW YORK",10018
2023,"A E TELEVISION NETWORKS LLC",0,0,2,1,51,1639,NY,"NEW YORK",10017
2023,"A F PAREDES AND CO CPAS LLP",1,0,0,0,54,6093,NJ,PISCATAWAY,08854
2023,"A FAIRCHILD LLC",0,0,1,0,54,7757,TX,CARROLLTON,75007
2023,"A G CONSULTING ENGINEERING PC",1,0,0,0,54,3844,NY,"NEW YORK",10001
2023,"A K CONSULTING SERVICES INC",0,0,1,0,54,6590,KS,TOPEKA,66614
2023,"A K DE RAMA INDUSTRIAL CONTROL SYSTEMS INC",0,0,1,0,33,4082,NJ,MOUNTAINSIDE,07092
2023,"A M FITZGERALD ASSOCIATES LLC",0,0,1,0,54,2439,CA,BURLINGAME,94010
2023,"A MAX INSURANCE SERVICES INC",0,0,1,0,92,5276,TX,DALLAS,75247
2023,"A MAX INSURANCE SERVICES INC",1,0,1,0,52,5276,TX,DALLAS,75247
2023,"A MODO MIO INC DBA ET VOILA",0,0,1,0,72,2966,DC,WASHINGTON,20016
2023,"A O FOX MEMORIAL HOSPITAL",0,0,4,0,62,9039,NY,ONEONTA,13820
2023,"A O SMITH CORPORATION",0,0,5,1,33,9790,WI,MILWAUKEE,53224
2023,"A P DEAUVILLE LLC",0,0,1,0,32,2351,PA,EASTON,18040
2023,"A P THERAPY LLC",0,0,1,0,62,8140,OH,"BROADVIEW HEIGHTS",44147
2023,"A PARTNERSHIP INC",0,0,1,0,54,0638,NY,"NEW YORK",10016
2023,"A PERFECT SMILE ORTHODONTICS P C",1,0,0,0,62,2576,TX,MCALLEN,78501
2023,"A PLACE FOR MOM INC",0,0,1,0,62,9153,KS,LEAWOOD,66211
2023,"A PLACE OF HOPE, LLC",1,0,0,0,62,5804,OH,DAYTON,45402
2023,"A PLUS ADULT DAY HEALTH CARE INC",1,0,1,1,62,1501,CA,"BALDWIN PARK",91706
2023,"A PLUS DENTAL PLLC ALL STAR SMILES",1,0,0,0,62,4445,TX,ARLINGTON,76010
2023,"A PLUS INTERNATIONAL CULTURE COMMUNICATION INC",1,0,0,0,61,3479,MI,LANSING,48906
2023,"A SQUARED BUSINESSES AND CONSULTING LLC",10,0,3,0,54,4396,OH,SPRINGBORO,45066
2023,"A T KEARNEY INC",1,0,11,1,54,8565,IL,CHICAGO,60606
2023,"A T STILL UNIVERSITY OF HEALTH SCIENCES",2,0,1,0,61,6250,MO,KIRKSVILLE,63501
2023,"A TECH CONCRETE CO INC",0,0,2,0,23,0409,NJ,EDISON,08817
2023,"A TECH SYSTEM LLC",2,0,0,0,54,9926,FL,"CORAL SPRINGS",33071
2023,"A TECH SYSTEM LLC",1,0,0,0,54,9926,FL,"POMPANO BEACH",33071
2023,"A TO Z PHYSICAL THERAPY PC",0,0,1,0,62,3706,NY,"HOWARD BEACH",11414
2023,"A Z PHARMACEUTICAL INC",0,0,2,0,32,2018,NY,HAUPPAUGE,11788
2023,"A&A INFOSYSTEMS INC",0,1,0,0,54,1678,TX,IRVING,75039
2023,"A&A INFOSYSTEMS INC",0,7,0,0,54,1678,TX,IRVING,75062
2023,"A&H TECHNOLOGIES LLC",0,0,1,0,54,0093,TX,FRISCO,75035
2023,"A&R CONSTRUCTION MGMT & DEVELOPMENT LLC",1,0,0,0,23,9421,AL,"GULF SHORES",36542
2023,"A-TEK INC",0,0,1,0,54,3662,VA,"MC LEAN",22102
2023,"A-Z MORTGAGE INC",0,0,1,0,52,4606,MD,ROCKVILLE,20850
2023,"A1 ASSOCIATES LLC",0,0,1,0,54,9993,NJ,MONROE,08831
2023,"A1 WHOLESALE SUPPLY LLC",1,1,0,0,42,8344,GA,TUCKER,30084
2023,"A10 NETWORKS INC",1,0,4,1,54,6869,CA,"SAN JOSE",95131
2023,"A123 SYSTEMS LLC",0,0,1,0,33,4405,MI,NOVI,48337
2023,"A123 SYSTEMS LLC",0,0,5,0,33,4405,MI,NOVI,48377
2023,"A1PLUSSOFT INC",0,0,1,0,54,2314,IL,CHICAGO,60654
2023,"A2 MEDIA CORPORATION",0,0,1,0,51,3574,MI,"ANN ARBOR",48103
2023,"A25 SOLUTIONS LLC",2,0,0,0,54,0140,GA,ALPHARETTA,30004
2023,"A2B DEVELOPMENT LLC",1,0,0,0,23,5059,CA,LOOMIS,95650
2023,"A2D TECHNOLOGIES INC DBA TGS GEOLOGICAL PRODUCTS AND SERVICES",0,0,1,0,51,2547,TX,HOUSTON,77041
2023,"A2RSYSTEMS INC",0,2,0,0,54,8601,OH,POWELL,43065
2023,"A2Z BUILDERS DEPOT LLC",1,0,0,0,42,7352,FL,"MOUNT DORA",32757
2023,"A360 MEDIA LLC",0,0,1,0,51,9622,NY,"NEW YORK",10004
2023,"A4 MEDIA LLC",0,0,2,0,51,8348,NY,"LONG ISLAND CITY",11101
2023,"A4G SOLUTIONS LLC",2,0,0,0,54,9588,NJ,"MONMOUTH JN",08852
2023,"A4G SOLUTIONS LLC",3,1,1,0,54,9588,NJ,"MONMOUTH JUNCTION",08852
2023,"A4SOFTECH LLC",0,0,1,0,54,9334,NJ,PARSIPPANY,07054
2023,"A5 LABS INC",1,0,0,0,51,1508,CA,"FOSTER CITY",94404
2023,"A52 LLC DBA ELASTIC",0,0,1,0,51,4576,CA,"SANTA MONICA",90404
2023,"A9.COM INC",0,0,1,0,45,7176,,,
2023,"A9.COM INC",0,0,10,1,45,7176,VA,ARLINGTON,22202
2023,"A9.COM INC",0,0,1,0,45,7176,VA,ARLINGTON,22202
2023,"AA & SA ENTERPRISES INC",1,0,0,0,81,2056,TX,HOUSTON,77007
2023,"AA & TC INC",0,1,0,0,54,0005,NY,FLUSHING,11358
2023,"AA SOFTWARE & NETWORKING INC",1,0,0,0,54,8908,TX,SPRING,77380
2023,"AA SOFTWARE & NETWORKING INC",6,1,0,0,54,8908,TX,"THE WOODLANDS",77380
2023,"AA SOLUTIONS INC",2,0,1,0,54,3625,TX,"SUGAR LAND",77479
2023,"AA TECH GROUP LLC",0,0,2,0,54,4584,CO,PARKER,80134
2023,"AAA AMERICAN CPA INC",1,0,0,0,54,9763,CA,"SAN JOSE",95117
2023,"AAA CLUB ALLIANCE INC",0,0,1,0,56,8010,DE,WILMINGTON,19801
2023,"AAA GLOBAL TECHNOLOGIES LLC",0,0,2,0,54,6690,GA,ATLANTA,30328
2023,"AAA LIFE INSURANCE COMPANY",0,0,1,0,52,1929,MI,LIVONIA,48152
2023,"AAA TEXAS LLC",0,0,16,0,56,4740,CA,"COSTA MESA",92626
2023,"AAA VIRGINIA CONSULTING INC",1,1,1,0,54,5860,VA,LEESBURG,20176
2023,"AABACO HOLDINGS LTD",0,0,1,0,33,9792,IA,"GRUNDY CENTER",50638
2023,"AABAN SOLUTIONS LLC",0,0,1,0,54,8171,IL,CHICAGO,60626
2023,"AABC TRAVELS INC.",0,1,0,0,56,2939,TX,HOUSTON,77036
2023,"AABRAR INC DBA CASTRO VALLEY ANIMAL HOSPITAL",1,0,0,0,54,7621,CA,"CASTRO VALLEY",94546
2023,"AAD IT SOLUTION LLC",1,1,0,0,54,5966,GA,CUMMING,30040
2023,"AADHYA INFOTECH LLC",3,1,3,0,54,9089,NC,CHARLOTTE,28262
2023,"AADIYA CONSULTING LLC",2,0,0,0,54,9814,TX,PLANO,75024
2023,"AAJ TRAVEL TOUR INC",0,1,0,0,56,,NY,FLUSHING,11354
2023,"AAMP OF FLORIDA INC",0,0,1,0,42,1317,FL,CLEARWATER,33760
2023,"AANEEL INFOTECH LLC",0,0,1,0,54,3439,FL,TAMPA,33625
2023,"AARAV SOLUTIONS INC",3,0,1,0,54,4282,NJ,ISELIN,08830
2023,"AARETE LLC",0,0,2,0,54,0001,IL,CHICAGO,60601
2023,"AARISHA INC",0,0,1,1,54,5618,VA,RESTON,20191
2023,"AARKAY CONSULTING INC",0,0,2,0,54,3370,NJ,"EAST BRUNSWICK",08816
2023,"AARNA PRIYA INC",11,0,0,0,51,0067,VA,HERNDON,20171
2023,"AARNA TECHNOLOGIES LLC",0,0,1,0,54,5072,TX,PLANO,75024
2023,"AARNAV IT CONSULTING LLC",4,0,0,0,54,9426,GA,CUMMING,30040
2023,AARP,0,0,2,0,81,5500,DC,WASHINGTON,20049
2023,"AART VENTURES PC",1,0,0,0,62,2171,MA,SHREWSBURY,01545
2023,"AARYAN LLC",0,0,1,0,72,5271,MD,"UPPER MARLBORO",20772
2023,"AASHRIT HOLDINGS LLC",2,0,0,0,55,5460,WY,CASPER,82609
2023,"AASRITA CONSULTING LLC",2,0,1,0,54,1788,NJ,ISELIN,08830
2023,"AASYMTECH INC",2,0,0,0,54,1292,TX,HOUSTON,77057
2023,"AAVAS INC",0,0,1,0,56,1801,NJ,PARLIN,08859
2023,"AAXA TECHNOLOGIES INC",0,0,1,0,33,3275,CA,IRVINE,92614
2023,"AAXY LLC",1,0,0,0,52,2652,TX,AUSTIN,78729
2023,"AB CARVAL INVESTORS LP",1,0,1,0,52,3520,MN,MINNEAPOLIS,55416
2023,"AB CONSULTANTS INC",0,0,1,0,54,8547,MD,LANHAM,20706
2023,"AB INFOTEK LLC",6,0,2,0,54,8822,NJ,ISELIN,08830
2023,"AB OVO INC",0,0,1,0,54,3754,CA,"SANTA CLARA",95051
2023,"AB SCILEX LLC DBA SIEX",1,0,1,0,33,2047,MA,FRAMINGHAM,01701
2023,"AB STAR GROUP",0,0,0,1,54,6098,CA,FREMONT,94538
2023,"AB TECHNOLOGIES INC",0,0,1,0,54,9220,,,
2023,"AB TECHNOLOGIES INC",0,0,2,0,54,9220,TX,IRVING,75038
2023,"AB TECHNOLOGIES INC",2,0,7,0,54,9220,TX,IRVING,75039
2023,"AB2 CONSULTING INC",0,0,1,0,54,1515,,,
2023,"AB2 CONSULTING INC",0,0,2,0,54,1515,IL,"ROLLING MEADOWS",60008
2023,"ABAB SOLUTIONS INC",3,0,3,0,54,3181,MI,NOVI,48375
2023,"ABACUS AI INC",0,0,4,0,54,7021,CA,"SAN FRANCISCO",94105
2023,"ABACUS BUILDERS GENERAL CONTRACTORS INC",1,0,0,0,23,1667,MA,BOSTON,02127
2023,"ABACUS INSIGHTS INC",0,0,3,0,54,5444,MA,BOSTON,02110
2023,"ABACUS PLANNING GROUP INC",0,0,1,0,52,4442,SC,COLUMBIA,29205
2023,"ABACUS SERVICE CORPORATION",0,0,2,0,54,0203,MI,SOUTHFIELD,48033
2023,"ABAGY ROBOTIC SYSTEMS INC.",1,0,0,0,54,9372,IL,WHEELING,60090
2023,"ABAL TECHNOLOGIES INC",1,0,10,2,54,6024,NJ,HAMILTON,08619
2023,"ABAL TECHNOLOGIES INC",0,0,6,0,54,6024,NJ,TRENTON,08619
2023,"ABALINE PAPER PRODUCTS",0,0,1,0,42,7969,NJ,BAYONNE,07002
2023,"ABB E-MOBILITY INC",0,0,4,0,33,8240,NC,CARY,27511
2023,"ABB INC",0,0,2,0,33,0018,,,
2023,"ABB INC",3,0,12,0,33,0018,NC,CARY,27511
2023,"ABB MOTORS AND MECHANICAL INC",0,0,1,0,33,8840,AR,"FORT SMITH",72901
2023,"ABBOTT CONSTRUCTION LLC",0,0,1,0,23,3959,WA,SEATTLE,98134
2023,"ABBOTT DIABETES CARE INC AN ABBOTT LABORATORIES COMPANY",0,0,4,0,32,7373,IL,"ABBOTT PARK",60064
2023,"ABBOTT DIABETES CARE INC AN ABBOTT LABORATORIES COMPANY",1,0,1,0,32,7373,IL,"NORTH CHICAGO",60064
2023,"ABBOTT DIAGNOSTICS SCARBOROUGH INC AN ABBOTT LABORATORIES COMPANY",1,0,2,0,32,7302,IL,"ABBOTT PARK",60064
2023,"ABBOTT LABORATORIES",0,0,4,0,32,5120,IL,"ABBOTT PARK",60064
2023,"ABBOTT LABORATORIES",0,0,1,0,32,8440,,,
2023,"ABBOTT LABORATORIES",0,0,11,1,32,8440,IL,"ABBOTT PARK",60064
